id,no_surat,ayat_surat,word,trans,rowlabel,maxrow
77257,106,2,رِحْلَةَ,(with the) journey,4,
77258,106,2,الشِّتَاءِ,(of) winter,5,
77259,106,2,وَالصَّيْفِ,"""and summer",6,
77260,106,3,فَلْيَعْبُدُوا,So let them worship,7,
77261,106,3,رَبَّ,(the) Lord,8,
77262,106,3,هَذَا,(of) this,9,
77263,106,3,الْبَيْتِ,"""House",10,
77270,106,4,خَوْفٍ,fear.,17,
77271,107,1,أَرَءَيْتَ,Have you seen,1,
77272,107,1,الَّذِي,the one who,2,
77273,107,1,يُكَذِّبُ,denies,3,
77274,107,1,بِالدِّينِ,the Judgment?,4,
77275,107,2,فَذَلِكَ,Then that,5,
77276,107,2,الَّذِي,(is) the one who,6,
77213,104,4,الْحُطَمَةِ,the Crusher.,16,
77354,111,1,لَهَبٍ,Lahab,4,
77355,111,1,وَتَبَّ,and perish he.,5,
77356,111,2,مَا,Not,6,
77357,111,2,أَغْنَى,(will) avail,7,
77358,111,2,عَنْهُ,him,8,
77359,111,2,مَالُهُ,his wealth,9,
77280,107,3,يَحُضُّ,feel the urge,10,
77281,107,3,عَلَى,to,11,
77282,107,3,طَعَامِ,feed,12,
77283,107,3,الْمِسْكِينِ,the poor.,13,
77284,107,4,فَوَيْلٌ,So woe,14,
77285,107,4,لِلْمُصَلِّينَ,"""to those who pray",15,
77286,107,5,الَّذِينَ,Those who,16,
77326,109,5,مَا,(of) what,21,
77327,109,5,أَعْبُدُ,I worship.,22,
77328,109,6,لَكُمْ,For you,23,
77329,109,6,دِينُكُمْ,"""(is) your religion",24,
77330,109,6,وَلِيَ,and for me,25,
77331,109,6,دِينِ,"""(is) my religion.""""""",26,
77332,110,1,إِذَا,When,1,
77333,110,1,جَاءَ,comes,2,
77334,110,1,نَصْرُ,(the) Help,3,
77335,110,1,اللَّهِ,(of) Allah,4,
77360,111,2,وَمَا,and what,10,
77361,111,2,كَسَبَ,he earned.,11,
77362,111,3,سَيَصْلَى,He will be burnt,12,
77363,111,3,نَارًا,(in) a Fire,13,
77364,111,3,ذَاتَ,of,14,
77365,111,3,لَهَبٍ,"""Blazing Flames",15,
77366,111,4,وَامْرَأَتُهُ,"""And his wife",16,
77367,111,4,حَمَّالَةَ,(the) carrier,17,
77368,111,4,الْحَطَبِ,"""(of) firewood",18,
77369,111,5,فِي,In,19,
77370,111,5,جِيدِهَا,her neck,20,
77287,107,5,هُمْ,[they],17,
77288,107,5,عَنْ,about,18,
77289,107,5,صَلَاتِهِمْ,their prayers,19,
77290,107,5,سَاهُونَ,"""(are) neglectful",20,
77291,107,6,الَّذِينَ,Those who,21,
77292,107,6,هُمْ,[they],22,
77293,107,6,يُرَاءُونَ,make show.,23,
77294,107,7,وَيَمْنَعُونَ,And they deny,24,
77295,107,7,الْمَاعُونَ,[the] small kindnesses.,25,
77296,108,1,إِنَّا,"""Indeed",1,
77306,109,1,قُلْ,"""Say",1,
77318,109,4,وَلَا,And not,13,
77319,109,4,أَنَا,I am,14,
77320,109,4,عَابِدٌ,a worshipper,15,
77321,109,4,مَا,(of) what,16,
77322,109,4,عَبَدْتُمْ,you worship.,17,
77323,109,5,وَلَا,And not,18,
77324,109,5,أَنْتُمْ,you,19,
77336,110,1,وَالْفَتْحُ,"""and the Victory",5,
77337,110,2,وَرَأَيْتَ,And you see,6,
77338,110,2,النَّاسَ,the people,7,
77339,110,2,يَدْخُلُونَ,entering,8,
77340,110,2,فِي,into,9,
77341,110,2,دِينِ,(the) religion,10,
77342,110,2,اللَّهِ,(of) Allah,11,
77343,110,2,أَفْوَاجًا,(in) multitudes.,12,
77344,110,3,فَسَبِّحْ,Then glorify,13,
77345,110,3,بِحَمْدِ,with (the) praises,14,
77346,110,3,رَبِّكَ,(of) your Lord,15,
77347,110,3,وَاسْتَغْفِرْهُ,and ask His forgiveness.,16,
77348,110,3,إِنَّهُ,"""Indeed",17,
77352,111,1,يَدَا,(the) hands,2,
77353,111,1,أَبِي,(of) Abu,3,
77325,109,5,عَابِدُونَ,(are) worshippers,20,
77427,114,5,صُدُورِ,(the) breasts,16,
77428,114,5,النَّاسِ,"""(of) mankind",17,
77429,114,6,مِنَ,From,18,
77430,114,6,الْجِنَّةِ,the jinn,20,
77431,114,6,وَالنَّاسِ,and men.,21,
75124,78,1,عَمَّ,About what,1,
75125,78,1,يَتَسَاءَلُونَ,are they asking one another?,2,
75127,78,2,النَّبَإِ,the News,4,
75128,78,2,الْعَظِيمِ,"""the Great",5,
75129,78,3,الَّذِي,(About) which,6,
75140,78,6,الْأَرْضَ,the earth,17,
75150,78,10,اللَّيْلَ,the night,27,
75151,78,10,لِبَاسًا,"""(as) covering",28,
75152,78,11,وَجَعَلْنَا,And We made,29,
75153,78,11,النَّهَارَ,the day,30,
75163,78,14,مِنَ,from,40,
75164,78,14,الْمُعْصِرَاتِ,the rain clouds,41,
75165,78,14,مَاءً,water,42,
75171,78,16,وَجَنَّاتٍ,And gardens,48,
75172,78,16,أَلْفَافًا,(of) thick foliage.,49,
75173,78,17,إِنَّ,"""Indeed",50,
75174,78,17,يَوْمَ,(the) Day,51,
77416,114,2,مَلِكِ,(The) King,5,
77417,114,2,النَّاسِ,"""(of) mankind",6,
77418,114,3,إِلَهِ,(The) God,7,
77419,114,3,النَّاسِ,"""(of) mankind",8,
77420,114,4,مِنْ,From,9,
77421,114,4,شَرِّ,(the) evil,10,
77422,114,4,الْوَسْوَاسِ,"""(of) the whisperer",11,
77423,114,4,الْخَنَّاسِ,"""the one who withdraws",12,
77424,114,5,الَّذِي,The one who,13,
77425,114,5,يُوَسْوِسُ,whispers,14,
77426,114,5,فِي,in,15,
75999,84,10,وَأَمَّا,But as for,38,
76008,84,12,وَيَصْلَى,And he will burn,47,
76019,84,14,يَحُورَ,he would return.,58,
76027,84,16,أُقْسِمُ,I swear,66,
76028,84,16,بِالشَّفَقِ,"""by the twilight glow",67,
76040,84,20,لَهُمْ,(is) for them,79,
76048,84,21,يَسْجُدُونَ,they prostrate?,87,
76062,84,25,ءَامَنُوا,believe,101,
76069,85,1,وَالسَّمَاءِ,"""By the sky",1,
76078,85,4,الْأُخْدُودِ,"""(of) the pit",10,
76090,85,7,بِالْمُؤْمِنِينَ,to the believers,22,
76097,85,8,يُؤْمِنُوا,they believed,29,
76098,85,8,بِاللَّهِ,in Allah,30,
76099,85,8,الْعَزِيزِ,"""the All-Mighty",31,
76100,85,8,الْحَمِيدِ,"""the Praiseworthy",32,
76101,85,9,الَّذِي,"""The One Who",33,
76103,85,9,مُلْكُ,(is) the dominion,35,
76104,85,9,السَّمَاوَاتِ,(of) the heavens,36,
76105,85,9,وَالْأَرْضِ,and the earth;,37,
76106,85,9,وَاللَّهُ,and Allah,38,
76107,85,9,عَلَى,on,39,
76108,85,9,كُلِّ,every,40,
76109,85,9,شَيْءٍ,thing,41,
76110,85,9,شَهِيدٌ,(is) a Witness.,42,
76111,85,10,إِنَّ,"""Indeed",43,
76112,85,10,الَّذِينَ,those who,44,
76113,85,10,فَتَنُوا,persecuted,45,
76114,85,10,الْمُؤْمِنِينَ,the believing men,46,
76115,85,10,وَالْمُؤْمِنَاتِ,"""and the believing women",47,
76116,85,10,ثُمَّ,then,48,
76117,85,10,لَمْ,not,49,
75910,83,26,فَلْيَتَنَافَسِ,let aspire,118,
75914,83,27,تَسْنِيمٍ,"""Tasneem",122,
75918,83,28,الْمُقَرَّبُونَ,those brought near.,126,
75930,83,30,يَتَغَامَزُونَ,they winked at one another.,138,
75931,83,31,وَإِذَا,And when,139,
75932,83,31,انْقَلَبُوا,they returned,140,
75933,83,31,إِلَى,to,141,
75977,84,5,وَحُقَّتْ,and was obligated.,16,
75989,84,7,كِتَابَهُ,his record,28,
76427,89,8,لَمْ,not,25,
76428,89,8,يُخْلَقْ,had been created,26,
76429,89,8,مِثْلُهَا,like them,27,
76430,89,8,فِي,in,28,
76431,89,8,الْبِلَادِ,"""the cities",29,
76432,89,9,وَثَمُودَ,"""And Thamud",30,
76433,89,9,الَّذِينَ,who,31,
76434,89,9,جَابُوا,carved out,32,
76435,89,9,الصَّخْرَ,the rocks,33,
76436,89,9,بِالْوَادِ,"""in the valley",34,
76477,89,17,بَلْ,But,75,
76437,89,10,وَفِرْعَوْنَ,"""And Firaun",35,
76438,89,10,ذِي,owner of,36,
76439,89,10,الْأَوْتَادِ,stakes?,37,
76500,89,22,وَجَاءَ,And comes,98,
76501,89,22,رَبُّكَ,your Lord,99,
76502,89,22,وَالْمَلَكُ,"""and the Angels",100,
76440,89,11,الَّذِينَ,Who,38,
76441,89,11,طَغَوْا,transgressed,39,
76442,89,11,فِي,in,40,
76443,89,11,الْبِلَادِ,"""the lands",41,
76471,89,16,عَلَيْهِ,for him,69,
76472,89,16,رِزْقَهُ,"""his provision",70,
76478,89,17,لَا,not,76,
76479,89,17,تُكْرِمُونَ,you honor,77,
76480,89,17,الْيَتِيمَ,"""the orphan",78,
76481,89,18,وَلَا,And not,79,
76482,89,18,تَحَاضُّونَ,you feel the urge,80,
76483,89,18,عَلَى,to,81,
76484,89,18,طَعَامِ,feed,82,
76485,89,18,الْمِسْكِينِ,the poor.,83,
76486,89,19,وَتَأْكُلُونَ,And you consume,84,
76473,89,16,فَيَقُولُ,then he says,71,
76487,89,19,التُّرَاثَ,the inheritance,85,
76488,89,19,أَكْلًا,devouring,86,
76489,89,19,لَمًّا,"""altogether",87,
76490,89,20,وَتُحِبُّونَ,And you love,88,
76491,89,20,الْمَالَ,wealth,89,
76492,89,20,حُبًّا,(with) love,90,
76493,89,20,جَمًّا,immense.,91,
76494,89,21,كَلَّا,Nay!,92,
76495,89,21,إِذَا,When,93,
76496,89,21,دُكَّتِ,is leveled,94,
76497,89,21,الْأَرْضُ,"""the earth",95,
76503,89,22,صَفًّا,"""rank",101,
76504,89,22,صَفًّا,"""(upon) rank",102,
76505,89,23,وَجِاىءَ,"""And is brought",103,
76565,90,6,لُبَدًا,"""abundant.""""""",26,
76474,89,16,رَبِّي,"""""""My Lord""",72,
76566,90,7,أَيَحْسَبُ,Does he think,27,
76567,90,7,أَنْ,that,28,
76568,90,7,لَمْ,not,29,
76569,90,7,يَرَهُ,sees him,30,
76570,90,7,أَحَدٌ,anyone?,31,
76603,90,17,مِنَ,of,64,
76604,90,17,الَّذِينَ,those who,65,
76475,89,16,أَهَانَنِ,"""(has) humiliated me.""""""",73,
76476,89,17,كَلَّا,Nay!,74,
76498,89,21,دَكًّا,"""pounded",96,
76119,85,10,فَلَهُمْ,then for them,51,
76499,89,21,دَكًّا,"""(and) crushed",97,
76120,85,10,عَذَابُ,(is the) punishment,52,
76121,85,10,جَهَنَّمَ,(of) Hell,53,
76122,85,10,وَلَهُمْ,and for them,54,
76123,85,10,عَذَابُ,(is the) punishment,55,
76124,85,10,الْحَرِيقِ,(of) the Burning Fire.,56,
76125,85,11,إِنَّ,"""Indeed",57,
76126,85,11,الَّذِينَ,those who,58,
76127,85,11,ءَامَنُوا,believe,59,
76128,85,11,وَعَمِلُوا,and do,60,
76831,95,6,إِلَّا,Except,18,
76832,95,6,الَّذِينَ,those who,19,
76833,95,6,ءَامَنُوا,believe,20,
76834,95,6,وَعَمِلُوا,and do,21,
76835,95,6,الصَّالِحَاتِ,"""righteous deeds",22,
76836,95,6,فَلَهُمْ,then for them,23,
76837,95,6,أَجْرٌ,(is a) reward,24,
76838,95,6,غَيْرُ,never,25,
76839,95,6,مَمْنُونٍ,ending.,26,
76840,95,7,فَمَا,Then what,27,
76841,95,7,يُكَذِّبُكَ,causes you to deny,28,
76842,95,7,بَعْدُ,after (this),29,
76843,95,7,بِالدِّينِ,the judgment?,30,
76844,95,8,أَلَيْسَ,Is not,31,
76845,95,8,اللَّهُ,Allah,32,
76882,96,10,عَبْدًا,A slave,35,
76883,96,10,إِذَا,when,36,
76884,96,10,صَلَّى,he prays?,37,
76914,96,18,الزَّبَانِيَةَ,the Angels,67,
76915,96,19,كَلَّا,Nay!,68,
76606,90,17,وَتَوَاصَوْا,and enjoin (each other),67,
76607,90,17,بِالصَّبْرِ,"""to patience",68,
76620,90,20,نَارٌ,(will be the) Fire,81,
76621,90,20,مُؤْصَدَةٌ,closed in.,82,
76622,91,1,وَالشَّمْسِ,By the sun,1,
76624,91,2,وَالْقَمَرِ,And the moon,3,
76920,97,1,إِنَّا,"""Indeed",1,
77057,99,4,أَخْبَارَهَا,"""its news",14,
76941,97,4,رَبِّهِمْ,"""(of) their Lord",22,
77069,99,7,يَعْمَلْ,does,26,
77070,99,7,مِثْقَالَ,(equal to the) weight,27,
77073,99,7,يَرَهُ,"""will see it",30,
77074,99,8,وَمَنْ,And whoever,31,
77075,99,8,يَعْمَلْ,does,32,
77076,99,8,مِثْقَالَ,(equal to the) weight,33,
77077,99,8,ذَرَّةٍ,(of) an atom,34,
77078,99,8,شَرًّا,"""evil",35,
77079,99,8,يَرَهُ,will see it.,36,
77080,100,1,وَالْعَادِيَاتِ,By the racers,1,
77081,100,1,ضَبْحًا,"""panting",2,
77082,100,2,فَالْمُورِيَاتِ,"""And the producers of sparks",3,
77042,98,8,خَشِيَ,feared,93,
77062,99,6,يَوْمَئِذٍ,That Day,19,
77063,99,6,يَصْدُرُ,will proceed,20,
76921,97,1,أَنْزَلْنَاهُ,revealed it,2,
76938,97,4,وَالرُّوحُ,and the Spirit,19,
76940,97,4,بِإِذْنِ,by (the) permission,21,
77084,100,3,فَالْمُغِيرَاتِ,And the chargers,5,
77085,100,3,صُبْحًا,"""(at) dawn",6,
77086,100,4,فَأَثَرْنَ,Then raise,7,
77087,100,4,بِهِ,thereby,8,
77088,100,4,نَقْعًا,"""dust",9,
77089,100,5,فَوَسَطْنَ,Then penetrate (in the) center,10,
77090,100,5,بِهِ,thereby,11,
77091,100,5,جَمْعًا,collectively,12,
77092,100,6,إِنَّ,"""Indeed",13,
77093,100,6,الْإِنْسَانَ,"""mankind",14,
77094,100,6,لِرَبِّهِ,"""to his Lord",15,
77163,102,3,تَعْلَمُونَ,you will know.,8,
77164,102,4,ثُمَّ,"""Then",9,
77165,102,4,كَلَّا,nay!,10,
77166,102,4,سَوْفَ,Soon,11,
77167,102,4,تَعْلَمُونَ,you will know.,12,
77168,102,5,كَلَّا,Nay!,13,
77169,102,5,لَوْ,If,14,
77170,102,5,تَعْلَمُونَ,you know,15,
77171,102,5,عِلْمَ,(with) a knowledge,16,
77172,102,5,الْيَقِينِ,(of) certainty.,17,
77173,102,6,لَتَرَوُنَّ,Surely you will see,18,
77174,102,6,الْجَحِيمَ,the Hellfire.,19,
77175,102,7,ثُمَّ,Then,20,
77199,104,1,لِكُلِّ,to every,2,
77200,104,1,هُمَزَةٍ,slanderer,3,
77201,104,1,لُمَزَةٍ,backbiter!,4,
77202,104,2,الَّذِي,The one who,5,
77203,104,2,جَمَعَ,collects,6,
77204,104,2,مَالًا,wealth,7,
77205,104,2,وَعَدَّدَهُ,and counts it.,8,
77206,104,3,يَحْسَبُ,Thinking,9,
77230,104,9,مُمَدَّدَةٍ,extended.,33,
77249,105,4,مِنْ,of,19,
77250,105,4,سِجِّيلٍ,baked clay.,20,
77252,105,5,كَعَصْفٍ,like straw,22,
77253,105,5,مَأْكُولٍ,eaten up.,23,
77254,106,1,لِإِيلَافِ,For (the) familiarity,1,
77255,106,1,قُرَيْشٍ,"""(of the) Quraish",2,
76918,96,19,وَاسْجُدْ,But prostrate,71,
76919,96,19,وَاقْتَرِبْ,and draw near (to Allah).,72,
76943,97,4,كُلِّ,every,24,
77041,98,8,لِمَنْ,(is) for whoever,92,
77043,98,8,رَبَّهُ,his Lord.,94,
77045,99,1,زُلْزِلَتِ,is shaken,2,
77046,99,1,الْأَرْضُ,the earth,3,
77051,99,3,وَقَالَ,And says,8,
77064,99,6,النَّاسُ,the mankind,21,
77065,99,6,أَشْتَاتًا,(in) scattered groups,22,
77066,99,6,لِيُرَوْا,to be shown,23,
77067,99,6,أَعْمَالَهُمْ,their deeds.,24,
77068,99,7,فَمَنْ,So whoever,25,
77071,99,7,ذَرَّةٍ,(of) an atom,28,
77072,99,7,خَيْرًا,"""good",29,
77083,100,2,قَدْحًا,striking,4,
77095,100,6,لَكَنُودٌ,(is) surely ungrateful.,16,
77251,105,5,فَجَعَلَهُمْ,Then He made them,21,
77096,100,7,وَإِنَّهُ,"""And indeed",17,
77098,100,7,ذَلِكَ,that,19,
77099,100,7,لَشَهِيدٌ,"""surely (is) a witness",20,
77100,100,8,وَإِنَّهُ,And indeed he,21,
77101,100,8,لِحُبِّ,in (the) love,22,
77102,100,8,الْخَيْرِ,(of) wealth,23,
77103,100,8,لَشَدِيدٌ,(is) surely intense.,24,
77385,112,4,يَكُنْ,is,12,
77386,112,4,لَهُ,for Him,13,
77388,112,4,أَحَدٌ,"""any [one].""""""",15,
77389,113,1,قُلْ,"""Say",1,
75168,78,15,بِهِ,thereby,45,
75169,78,15,حَبًّا,grain,46,
75170,78,15,وَنَبَاتًا,"""and vegetation",47,
77297,108,1,أَعْطَيْنَاكَ,We have given you,2,
77298,108,1,الْكَوْثَرَ,"""Al-Kauthar",3,
77299,108,2,فَصَلِّ,So pray,4,
77300,108,2,لِرَبِّكَ,to your Lord,5,
77301,108,2,وَانْحَرْ,and sacrifice.,6,
77302,108,3,إِنَّ,"""Indeed",7,
77303,108,3,شَانِئَكَ,your enemy -,8,
77304,108,3,هُوَ,he (is),9,
77309,109,2,لَا,Not,4,
77310,109,2,أَعْبُدُ,I worship,5,
77311,109,2,مَا,what,6,
77312,109,2,تَعْبُدُونَ,you worship.,7,
77313,109,3,وَلَا,And not,8,
77314,109,3,أَنْتُمْ,you,9,
77315,109,3,عَابِدُونَ,(are) worshippers,10,
77316,109,3,مَا,(of) what,11,
75142,78,7,وَالْجِبَالَ,And the mountains,19,
75157,78,12,سَبْعًا,seven,34,
75145,78,8,أَزْوَاجًا,"""(in) pairs",22,
75146,78,9,وَجَعَلْنَا,And We made,23,
75147,78,9,نَوْمَكُمْ,your sleep,24,
75148,78,9,سُبَاتًا,"""(for) rest",25,
75158,78,12,شِدَادًا,"""strong",35,
75159,78,13,وَجَعَلْنَا,And We placed,36,
75160,78,13,سِرَاجًا,a lamp,37,
75161,78,13,وَهَّاجًا,"""burning",38,
75162,78,14,وَأَنْزَلْنَا,And We sent down,39,
75166,78,14,ثَجَّاجًا,"""pouring abundantly",43,
75167,78,15,لِنُخْرِجَ,That We may bring forth,44,
75177,78,17,مِيقَاتًا,"""an appointed time",54,
75178,78,18,يَوْمَ,(The) Day,55,
75179,78,18,يُنْفَخُ,(in which) shall be blown,56,
75180,78,18,فِي,in,57,
75181,78,18,الصُّورِ,the trumpet,58,
75184,78,19,وَفُتِحَتِ,And is opened,61,
77372,111,5,مِنْ,of,22,
77373,111,5,مَسَدٍ,palm-fiber.,23,
77374,112,1,قُلْ,"""Say",1,
77375,112,1,هُوَ,"""""""He""",2,
77376,112,1,اللَّهُ,"""(is) Allah",3,
77377,112,1,أَحَدٌ,the One.,4,
77378,112,2,اللَّهُ,"""Allah",5,
77379,112,2,الصَّمَدُ,"""the Eternal",6,
77380,112,3,لَمْ,Not,7,
77381,112,3,يَلِدْ,He begets,8,
77382,112,3,وَلَمْ,and not,9,
77390,113,1,أَعُوذُ,"""""""I seek refuge""",2,
77317,109,3,أَعْبُدُ,I worship,12,
77391,113,1,بِرَبِّ,in (the) Lord,3,
77392,113,1,الْفَلَقِ,"""(of) the dawn",4,
77393,113,2,مِنْ,From,5,
77394,113,2,شَرِّ,(the) evil,6,
77395,113,2,مَا,(of) what,7,
75149,78,10,وَجَعَلْنَا,And We made,26,
75154,78,11,مَعَاشًا,"""(for) livelihood",31,
75155,78,12,وَبَنَيْنَا,And We constructed,32,
75156,78,12,فَوْقَكُمْ,over you,33,
75185,78,19,السَّمَاءُ,the heaven,62,
75186,78,19,فَكَانَتْ,and becomes,63,
77383,112,3,يُولَدْ,He is begotten.,10,
75187,78,19,أَبْوَابًا,"""gateways",64,
75188,78,20,وَسُيِّرَتِ,And are moved,65,
75189,78,20,الْجِبَالُ,the mountains,66,
75190,78,20,فَكَانَتْ,and become,67,
75191,78,20,سَرَابًا,a mirage.,68,
77305,108,3,الْأَبْتَرُ,the one cut off.,10,
77307,109,1,يَاأَيُّهَا,"""""""O""",2,
77308,109,1,الْكَافِرُونَ,disbelievers!,3,
77349,110,3,كَانَ,is,18,
77350,110,3,تَوَّابًا,Oft-Returning.,19,
77351,111,1,تَبَّتْ,Perish,1,
77371,111,5,حَبْلٌ,(will be) a rope,21,
77384,112,4,وَلَمْ,And not,11,
75250,78,37,السَّمَاوَاتِ,(of) the heavens,127,
75251,78,37,وَالْأَرْضِ,and the earth,128,
75252,78,37,وَمَا,and whatever,129,
75270,78,38,الرَّحْمَنُ,"""the Most Gracious",147,
75271,78,38,وَقَالَ,and he (will) say,148,
75272,78,38,صَوَابًا,(what is) correct.,149,
75273,78,39,ذَلِكَ,That,150,
75274,78,39,الْيَوْمُ,(is) the Day,151,
75275,78,39,الْحَقُّ,the True.,152,
75276,78,39,فَمَنْ,So whoever,153,
75277,78,39,شَاءَ,wills,154,
75279,78,39,إِلَى,towards,156,
75280,78,39,رَبِّهِ,his Lord,157,
75289,78,40,مَا,what,166,
75193,78,21,جَهَنَّمَ,Hell,70,
75194,78,21,كَانَتْ,is,71,
75195,78,21,مِرْصَادًا,"""lying in wait",72,
75196,78,22,لِلطَّاغِينَ,For the transgressors,73,
75197,78,22,مَءَابًا,"""a place of return",74,
75198,78,23,لَابِثِينَ,(They will) be remaining,75,
75199,78,23,فِيهَا,therein,76,
75200,78,23,أَحْقَابًا,(for) ages.,77,
75201,78,24,لَا,Not,78,
75202,78,24,يَذُوقُونَ,they will taste,79,
75203,78,24,فِيهَا,therein,80,
75204,78,24,بَرْدًا,coolness,81,
75205,78,24,وَلَا,and not,82,
75206,78,24,شَرَابًا,"""any drink",83,
75207,78,25,إِلَّا,Except,84,
75209,78,25,وَغَسَّاقًا,"""and purulence",86,
75210,78,26,جَزَاءً,A recompense,87,
75211,78,26,وِفَاقًا,appropriate.,88,
75212,78,27,إِنَّهُمْ,"""Indeed",89,
75213,78,27,كَانُوا,were,90,
75214,78,27,لَا,not,91,
75215,78,27,يَرْجُونَ,expecting,92,
75216,78,27,حِسَابًا,"""an account",93,
75217,78,28,وَكَذَّبُوا,And they denied,94,
75218,78,28,بِءَايَاتِنَا,Our Signs,95,
75219,78,28,كِذَّابًا,(with) denial.,96,
75220,78,29,وَكُلَّ,And every,97,
75221,78,29,شَيْءٍ,thing,98,
75223,78,29,كِتَابًا,(in) a Book.,100,
75224,78,30,فَذُوقُوا,"""So taste",101,
75225,78,30,فَلَنْ,and never,102,
75226,78,30,نَزِيدَكُمْ,We will increase you,103,
75227,78,30,إِلَّا,except,104,
75228,78,30,عَذَابًا,(in) punishment.,105,
75229,78,31,إِنَّ,"""Indeed",106,
75230,78,31,لِلْمُتَّقِينَ,for the righteous,107,
75231,78,31,مَفَازًا,"""(is) success",108,
75232,78,32,حَدَائِقَ,Gardens,109,
75233,78,32,وَأَعْنَابًا,"""and grapevines",110,
75234,78,33,وَكَوَاعِبَ,And splendid companions,111,
75243,78,35,كِذَّابًا,"""any falsehood",120,
75248,78,36,حِسَابًا,"""(according to) account",125,
75253,78,37,بَيْنَهُمَا,(is) between both of them,130,
75254,78,37,الرَّحْمَنِ,"""the Most Gracious",131,
75255,78,37,لَا,not,132,
75256,78,37,يَمْلِكُونَ,they have power,133,
75257,78,37,مِنْهُ,from Him,134,
75258,78,37,خِطَابًا,(to) address.,135,
75259,78,38,يَوْمَ,(The) Day,136,
75260,78,38,يَقُومُ,will stand,137,
75261,78,38,الرُّوحُ,the Spirit,138,
75263,78,38,صَفًّا,"""(in) rows",140,
75264,78,38,لَا,not,141,
75265,78,38,يَتَكَلَّمُونَ,they will speak,142,
75266,78,38,إِلَّا,except,143,
75267,78,38,مَنْ,(one) who -,144,
75268,78,38,أَذِنَ,permits,145,
75269,78,38,لَهُ,[for] him,146,
75387,79,26,يَخْشَى,fears.,91,
75388,79,27,ءَأَنْتُمْ,Are you,92,
75389,79,27,أَشَدُّ,a more difficult,93,
75390,79,27,خَلْقًا,creation,94,
75391,79,27,أَمِ,or,95,
75392,79,27,السَّمَاءُ,the heaven.,96,
75393,79,27,بَنَاهَا,He constructed it?,97,
75397,79,29,وَأَغْطَشَ,And He darkened,101,
75398,79,29,لَيْلَهَا,its night,102,
75399,79,29,وَأَخْرَجَ,and brought out,103,
75400,79,29,ضُحَاهَا,its brightness.,104,
75401,79,30,وَالْأَرْضَ,And the earth,105,
75402,79,30,بَعْدَ,after,106,
75403,79,30,ذَلِكَ,that,107,
75404,79,30,دَحَاهَا,He spread it.,108,
75405,79,31,أَخْرَجَ,He brought forth,109,
75406,79,31,مِنْهَا,"""from it",110,
75407,79,31,مَاءَهَا,its water,111,
75408,79,31,وَمَرْعَاهَا,"""and its pasture",112,
75409,79,32,وَالْجِبَالَ,"""And the mountains",113,
75410,79,32,أَرْسَاهَا,He made them,114,
75411,79,33,مَتَاعًا,(As) a provision,115,
75412,79,33,لَكُمْ,for you,116,
75413,79,33,وَلِأَنْعَامِكُمْ,and for your cattle.,117,
75414,79,34,فَإِذَا,But when,118,
75415,79,34,جَاءَتِ,comes,119,
75416,79,34,الطَّامَّةُ,the Overwhelming Calamity,120,
75417,79,34,الْكُبْرَى,"""the great",121,
75418,79,35,يَوْمَ,(The) Day,122,
75419,79,35,يَتَذَكَّرُ,will remember,123,
75420,79,35,الْإِنْسَانُ,man,124,
75421,79,35,مَا,what,125,
75422,79,35,سَعَى,"""he strove (for)",126,
75423,79,36,وَبُرِّزَتِ,And will be made manifest,127,
75424,79,36,الْجَحِيمُ,the Hellfire,128,
75425,79,36,لِمَنْ,to (him) who,129,
75426,79,36,يَرَى,"""sees",130,
75427,79,37,فَأَمَّا,Then as for,131,
75428,79,37,مَنْ,(him) who,132,
75429,79,37,طَغَى,"""transgressed",133,
75430,79,38,وَءَاثَرَ,And preferred,134,
75431,79,38,الْحَيَوةَ,the life,135,
75432,79,38,الدُّنْيَا,"""(of) the world",136,
75433,79,39,فَإِنَّ,"""Then indeed",137,
75434,79,39,الْجَحِيمَ,"""the Hellfire",138,
75333,79,13,زَجْرَةٌ,(will be) a shout,37,
75334,79,13,وَاحِدَةٌ,"""single",38,
75335,79,14,فَإِذَا,And behold!,39,
75336,79,14,هُمْ,They,40,
75337,79,14,بِالسَّاهِرَةِ,(will be) awakened.,41,
75338,79,15,هَلْ,Has,42,
75339,79,15,أَتَىكَ,(there) come to you,43,
75340,79,15,حَدِيثُ,(the) story,44,
75341,79,15,مُوسَى,(of) Musa?,45,
75342,79,16,إِذْ,When,46,
75343,79,16,نَادَاهُ,called him,47,
75344,79,16,رَبُّهُ,his Lord,48,
75345,79,16,بِالْوَادِ,in the valley,49,
75346,79,16,الْمُقَدَّسِ,the sacred,50,
75350,79,17,فِرْعَوْنَ,Firaun.,54,
75359,79,19,وَأَهْدِيَكَ,And I will guide you,63,
75370,79,22,يَسْعَى,"""striving",74,
75371,79,23,فَحَشَرَ,And he gathered,75,
75372,79,23,فَنَادَى,"""and called out",76,
75373,79,24,فَقَالَ,"""Then he said",77,
75374,79,24,أَنَا,"""""""I am""",78,
75375,79,24,رَبُّكُمُ,"""your Lord",79,
75376,79,24,الْأَعْلَى,"""the Most High.""""""",80,
75377,79,25,فَأَخَذَهُ,So seized him,81,
75378,79,25,اللَّهُ,Allah,82,
75379,79,25,نَكَالَ,(with) an exemplary punishment,83,
75380,79,25,الْءَاخِرَةِ,(for) the last,84,
75381,79,25,وَالْأُولَى,and the first.,85,
75382,79,26,إِنَّ,"""Indeed",86,
